payment_id,expected_status,violation_types,primary_violation_types,downstream_violation_types,expected_verified_loss,notes
PAY_PROD_000329,VIOLATION,UNSUPPORTED_FEE,UNSUPPORTED_FEE,,49.00,
PAY_PROD_000330,PASS,,,,0.00,
PAY_PROD_000331,PASS,,,,0.00,
PAY_PROD_000332,PASS,,,,0.00,
PAY_PROD_000333,PASS,,,,0.00,
PAY_PROD_000334,PASS,,,,0.00,
PAY_PROD_000335,PASS,,,,0.00,
PAY_PROD_000336,PASS,,,,0.00,
PAY_PROD_000337,PASS,,,,0.00,
PAY_PROD_000338,PASS,,,,0.00,
PAY_PROD_000339,PASS,,,,0.00,
PAY_PROD_000340,PASS,,,,0.00,
PAY_PROD_000341,PASS,,,,0.00,
PAY_PROD_000342,PASS,,,,0.00,
PAY_PROD_000343,PASS,,,,0.00,
PAY_PROD_000344,PASS,,,,0.00,
PAY_PROD_000345,PASS,,,,0.00,
PAY_PROD_000346,PASS,,,,0.00,
PAY_PROD_000347,PASS,,,,0.00,
PAY_PROD_000348,PASS,,,,0.00,
PAY_PROD_000349,PASS,,,,0.00,
PAY_PROD_000350,PASS,,,,0.00,
PAY_PROD_000351,PASS,,,,0.00,
PAY_PROD_000352,PASS,,,,0.00,
PAY_PROD_000353,PASS,,,,0.00,
PAY_PROD_000354,PASS,,,,0.00,
PAY_PROD_000355,PASS,,,,0.00,
PAY_PROD_000356,PASS,,,,0.00,
PAY_PROD_000357,PASS,,,,0.00,
PAY_PROD_000358,PASS,,,,0.00,
PAY_PROD_000359,PASS,,,,0.00,
PAY_PROD_000360,PASS,,,,0.00,
PAY_PROD_000361,PASS,,,,0.00,
PAY_PROD_000362,PASS,,,,0.00,
PAY_PROD_000363,PASS,,,,0.00,
PAY_PROD_000364,VIOLATION,GST_ON_FEE;MDR_RATE,MDR_RATE,GST_ON_FEE,0.71,
PAY_PROD_000365,PASS,,,,0.00,
PAY_PROD_000366,PASS,,,,0.00,
PAY_PROD_000367,PASS,,,,0.00,
PAY_PROD_000368,PASS,,,,0.00,
PAY_PROD_000369,PASS,,,,0.00,
PAY_PROD_000370,PASS,,,,0.00,
PAY_PROD_000371,PASS,,,,0.00,
PAY_PROD_000372,PASS,,,,0.00,
PAY_PROD_000373,PASS,,,,0.00,
PAY_PROD_000374,VIOLATION,GST_ON_FEE;MDR_RATE,MDR_RATE,GST_ON_FEE,0.70,
PAY_PROD_000375,PASS,,,,0.00,
PAY_PROD_000376,PASS,,,,0.00,
PAY_PROD_000377,PASS,,,,0.00,
PAY_PROD_000378,PASS,,,,0.00,
PAY_PROD_000379,PASS,,,,0.00,
PAY_PROD_000380,PASS,,,,0.00,
PAY_PROD_000381,PASS,,,,0.00,
PAY_PROD_000382,PASS,,,,0.00,
PAY_PROD_000383,PASS,,,,0.00,
PAY_PROD_000384,PASS,,,,0.00,
PAY_PROD_000385,PASS,,,,0.00,
PAY_PROD_000386,PASS,,,,0.00,
PAY_PROD_000387,PASS,,,,0.00,
PAY_PROD_000388,PASS,,,,0.00,
PAY_PROD_000389,PASS,,,,0.00,
PAY_PROD_000390,VIOLATION,DUPLICATE_CHARGEBACK_FEE,DUPLICATE_CHARGEBACK_FEE,,250.00,
PAY_PROD_000391,PASS,,,,0.00,
PAY_PROD_000392,PASS,,,,0.00,
PAY_PROD_000393,PASS,,,,0.00,
PAY_PROD_000394,PASS,,,,0.00,
PAY_PROD_000395,PASS,,,,0.00,
PAY_PROD_000396,PASS,,,,0.00,
PAY_PROD_000397,PASS,,,,0.00,
PAY_PROD_000398,PASS,,,,0.00,
PAY_PROD_000399,PASS,,,,0.00,
PAY_PROD_000400,PASS,,,,0.00,
PAY_PROD_000401,PASS,,,,0.00,
PAY_PROD_000402,PASS,,,,0.00,
PAY_PROD_000403,PASS,,,,0.00,
PAY_PROD_000404,PASS,,,,0.00,
PAY_PROD_000405,PASS,,,,0.00,
PAY_PROD_000406,PASS,,,,0.00,
PAY_PROD_000407,VIOLATION,UNSUPPORTED_FEE,UNSUPPORTED_FEE,,49.00,
PAY_PROD_000408,PASS,,,,0.00,
PAY_PROD_000409,PASS,,,,0.00,
PAY_PROD_000410,PASS,,,,0.00,
PAY_PROD_000411,PASS,,,,0.00,
PAY_PROD_000412,PASS,,,,0.00,
PAY_PROD_000413,PASS,,,,0.00,
PAY_PROD_000414,PASS,,,,0.00,
PAY_PROD_000415,PASS,,,,0.00,
PAY_PROD_000416,PASS,,,,0.00,
PAY_PROD_000417,PASS,,,,0.00,
PAY_PROD_000418,PASS,,,,0.00,
PAY_PROD_000419,PASS,,,,0.00,
PAY_PROD_000420,PASS,,,,0.00,
PAY_PROD_000421,PASS,,,,0.00,
PAY_PROD_000422,PASS,,,,0.00,
PAY_PROD_000423,PASS,,,,0.00,
PAY_PROD_000424,PASS,,,,0.00,
PAY_PROD_000425,PASS,,,,0.00,
PAY_PROD_000426,PASS,,,,0.00,
PAY_PROD_000427,PASS,,,,0.00,
PAY_PROD_000428,PASS,,,,0.00,
PAY_PROD_000429,PASS,,,,0.00,
PAY_PROD_000430,PASS,,,,0.00,
PAY_PROD_000431,PASS,,,,0.00,
PAY_PROD_000432,PASS,,,,0.00,
PAY_PROD_000433,PASS,,,,0.00,
PAY_PROD_000434,VIOLATION,GST_ON_FEE;MDR_RATE;SETTLEMENT_SLA,MDR_RATE;SETTLEMENT_SLA,GST_ON_FEE,5.90,"SLA proven from raw records: captured 2026-08-30T18:17:00, due 2026-09-01T18:17:00, settled 2026-09-04T14:16:00 (3 business days late)."
PAY_PROD_000435,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,"SLA proven from raw records: captured 2026-08-30T18:32:00, due 2026-09-01T18:32:00, settled 2026-09-04T14:16:00 (3 business days late)."
PAY_PROD_000436,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,"SLA proven from raw records: captured 2026-08-30T18:56:00, due 2026-09-01T18:56:00, settled 2026-09-04T14:16:00 (3 business days late)."
PAY_PROD_000437,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,"SLA proven from raw records: captured 2026-08-30T19:07:00, due 2026-09-01T19:07:00, settled 2026-09-04T14:16:00 (3 business days late)."
PAY_PROD_000438,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,"SLA proven from raw records: captured 2026-08-30T19:29:00, due 2026-09-01T19:29:00, settled 2026-09-04T14:16:00 (3 business days late)."
PAY_PROD_000439,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,"SLA proven from raw records: captured 2026-08-30T19:46:00, due 2026-09-01T19:46:00, settled 2026-09-04T14:16:00 (3 business days late)."
PAY_PROD_000440,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,
PAY_PROD_000441,VIOLATION,GST_ON_FEE;SETTLEMENT_SLA,GST_ON_FEE;SETTLEMENT_SLA,,7.75,"SLA proven from raw records: captured 2026-08-30T20:20:00, due 2026-09-01T20:20:00, settled 2026-09-04T14:16:00 (3 business days late)."
PAY_PROD_000442,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,"SLA proven from raw records: captured 2026-08-30T20:40:00, due 2026-09-01T20:40:00, settled 2026-09-04T14:16:00 (3 business days late)."
PAY_PROD_000443,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,"SLA proven from raw records: captured 2026-08-30T21:00:00, due 2026-09-01T21:00:00, settled 2026-09-04T14:16:00 (3 business days late)."
PAY_PROD_000444,PASS,,,,0.00,
PAY_PROD_000445,PASS,,,,0.00,
PAY_PROD_000446,PASS,,,,0.00,
PAY_PROD_000447,PASS,,,,0.00,
PAY_PROD_000448,PASS,,,,0.00,
PAY_PROD_000449,PASS,,,,0.00,
PAY_PROD_000450,PASS,,,,0.00,
PAY_PROD_000451,PASS,,,,0.00,
PAY_PROD_000452,PASS,,,,0.00,
PAY_PROD_000453,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,"SLA proven from raw records: captured 2026-08-30T23:59:00, due 2026-09-01T23:59:00, settled 2026-09-02T14:45:00 (1 business days late)."
PAY_PROD_000454,PASS,,,,0.00,
PAY_PROD_000455,PASS,,,,0.00,
PAY_PROD_000456,PASS,,,,0.00,
PAY_PROD_000457,PASS,,,,0.00,
PAY_PROD_000458,PASS,,,,0.00,
PAY_PROD_000459,PASS,,,,0.00,
PAY_PROD_000460,PASS,,,,0.00,
PAY_PROD_000461,PASS,,,,0.00,
PAY_PROD_000462,PASS,,,,0.00,
PAY_PROD_000463,PASS,,,,0.00,
PAY_PROD_000464,PASS,,,,0.00,
PAY_PROD_000465,PASS,,,,0.00,
PAY_PROD_000466,PASS,,,,0.00,
PAY_PROD_000467,PASS,,,,0.00,
PAY_PROD_000468,PASS,,,,0.00,
PAY_PROD_000469,PASS,,,,0.00,
PAY_PROD_000470,PASS,,,,0.00,
PAY_PROD_000471,PASS,,,,0.00,
PAY_PROD_000472,PASS,,,,0.00,
PAY_PROD_000473,PASS,,,,0.00,
PAY_PROD_000474,PASS,,,,0.00,
PAY_PROD_000475,PASS,,,,0.00,
PAY_PROD_000476,PASS,,,,0.00,
PAY_PROD_000477,PASS,,,,0.00,
PAY_PROD_000478,PASS,,,,0.00,
PAY_PROD_000479,PASS,,,,0.00,
PAY_PROD_000480,VIOLATION,GST_ON_FEE;MDR_RATE,MDR_RATE,GST_ON_FEE,47.20,
PAY_PROD_000481,PASS,,,,0.00,
PAY_PROD_000482,PASS,,,,0.00,
PAY_PROD_000483,PASS,,,,0.00,
PAY_PROD_000484,VIOLATION,UNSUPPORTED_FEE,UNSUPPORTED_FEE,,49.00,
PAY_PROD_000485,PASS,,,,0.00,
PAY_PROD_000486,PASS,,,,0.00,
PAY_PROD_000487,PASS,,,,0.00,
PAY_PROD_000488,PASS,,,,0.00,
PAY_PROD_000489,PASS,,,,0.00,
PAY_PROD_000490,PASS,,,,0.00,
PAY_PROD_000491,PASS,,,,0.00,
PAY_PROD_000492,VIOLATION,GST_ON_FEE;MDR_RATE,MDR_RATE,GST_ON_FEE,0.71,
PAY_PROD_000493,PASS,,,,0.00,
PAY_PROD_000494,PASS,,,,0.00,
PAY_PROD_000495,PASS,,,,0.00,
PAY_PROD_000496,PASS,,,,0.00,
PAY_PROD_000497,VIOLATION,GST_ON_FEE;MDR_RATE,MDR_RATE,GST_ON_FEE,17.70,
PAY_PROD_000498,PASS,,,,0.00,
PAY_PROD_000499,PASS,,,,0.00,
PAY_PROD_000500,PASS,,,,0.00,
PAY_PROD_000501,PASS,,,,0.00,
PAY_PROD_000502,PASS,,,,0.00,
PAY_PROD_000503,PASS,,,,0.00,
PAY_PROD_000504,PASS,,,,0.00,
PAY_PROD_000505,PASS,,,,0.00,
PAY_PROD_000506,PASS,,,,0.00,
PAY_PROD_000507,PASS,,,,0.00,
PAY_PROD_000508,PASS,,,,0.00,
PAY_PROD_000509,PASS,,,,0.00,
PAY_PROD_000510,PASS,,,,0.00,
PAY_PROD_000511,PASS,,,,0.00,
PAY_PROD_000512,PASS,,,,0.00,
PAY_PROD_000513,PASS,,,,0.00,
PAY_PROD_000514,PASS,,,,0.00,
PAY_PROD_000515,VIOLATION,GST_ON_FEE,GST_ON_FEE,,4.65,
PAY_PROD_000516,PASS,,,,0.00,
PAY_PROD_000517,PASS,,,,0.00,
PAY_PROD_000518,VIOLATION,GST_ON_FEE;MDR_RATE,MDR_RATE,GST_ON_FEE,11.80,
PAY_PROD_000519,PASS,,,,0.00,
PAY_PROD_000520,PASS,,,,0.00,
PAY_PROD_000521,PASS,,,,0.00,
PAY_PROD_000522,PASS,,,,0.00,
PAY_PROD_000523,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,"SLA proven from raw records: captured 2026-08-31T21:05:00, due 2026-09-02T21:05:00, settled 2026-09-03T14:37:00 (1 business days late)."
PAY_PROD_000524,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,"SLA proven from raw records: captured 2026-08-31T21:19:00, due 2026-09-02T21:19:00, settled 2026-09-03T14:37:00 (1 business days late)."
PAY_PROD_000525,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,"SLA proven from raw records: captured 2026-08-31T21:33:00, due 2026-09-02T21:33:00, settled 2026-09-03T14:37:00 (1 business days late)."
PAY_PROD_000526,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,"SLA proven from raw records: captured 2026-08-31T21:55:00, due 2026-09-02T21:55:00, settled 2026-09-03T14:37:00 (1 business days late)."
PAY_PROD_000527,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,"SLA proven from raw records: captured 2026-08-31T22:07:00, due 2026-09-02T22:07:00, settled 2026-09-03T14:37:00 (1 business days late)."
PAY_PROD_000528,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,"SLA proven from raw records: captured 2026-08-31T22:32:00, due 2026-09-02T22:32:00, settled 2026-09-03T14:37:00 (1 business days late)."
PAY_PROD_000529,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,"SLA proven from raw records: captured 2026-08-31T22:52:00, due 2026-09-02T22:52:00, settled 2026-09-03T14:37:00 (1 business days late)."
PAY_PROD_000530,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,"SLA proven from raw records: captured 2026-08-31T23:11:00, due 2026-09-02T23:11:00, settled 2026-09-03T14:37:00 (1 business days late)."
PAY_PROD_000531,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,"SLA proven from raw records: captured 2026-08-31T23:21:00, due 2026-09-02T23:21:00, settled 2026-09-03T14:37:00 (1 business days late)."
PAY_PROD_000532,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,"SLA proven from raw records: captured 2026-08-31T23:40:00, due 2026-09-02T23:40:00, settled 2026-09-03T14:37:00 (1 business days late)."
PAY_PROD_000533,PASS,,,,0.00,
PAY_PROD_000534,PASS,,,,0.00,
PAY_PROD_000535,PASS,,,,0.00,
PAY_PROD_000536,VIOLATION,UNSUPPORTED_FEE,UNSUPPORTED_FEE,,49.00,
PAY_PROD_000537,PASS,,,,0.00,
PAY_PROD_000538,PASS,,,,0.00,
PAY_PROD_000539,PASS,,,,0.00,
PAY_PROD_000540,PASS,,,,0.00,
PAY_PROD_000541,PASS,,,,0.00,
PAY_PROD_000542,PASS,,,,0.00,
PAY_PROD_000543,VIOLATION,DUPLICATE_CHARGEBACK_FEE,DUPLICATE_CHARGEBACK_FEE,,250.00,
PAY_PROD_000544,PASS,,,,0.00,
PAY_PROD_000545,PASS,,,,0.00,
PAY_PROD_000546,PASS,,,,0.00,
PAY_PROD_000547,PASS,,,,0.00,
PAY_PROD_000548,VIOLATION,GST_ON_FEE;MDR_RATE,MDR_RATE,GST_ON_FEE,0.71,
PAY_PROD_000549,PASS,,,,0.00,
PAY_PROD_000550,PASS,,,,0.00,
PAY_PROD_000551,PASS,,,,0.00,
PAY_PROD_000552,PASS,,,,0.00,
PAY_PROD_000553,PASS,,,,0.00,
PAY_PROD_000554,PASS,,,,0.00,
PAY_PROD_000555,PASS,,,,0.00,
PAY_PROD_000556,PASS,,,,0.00,
PAY_PROD_000557,PASS,,,,0.00,
PAY_PROD_000558,PASS,,,,0.00,
PAY_PROD_000559,PASS,,,,0.00,
PAY_PROD_000560,PASS,,,,0.00,
PAY_PROD_000561,PASS,,,,0.00,
PAY_PROD_000562,VIOLATION,GST_ON_FEE;MDR_RATE,MDR_RATE,GST_ON_FEE,1.18,
PAY_PROD_000563,VIOLATION,GST_ON_FEE,GST_ON_FEE,,3.30,
PAY_PROD_000564,VIOLATION,GST_ON_FEE;MDR_RATE,MDR_RATE,GST_ON_FEE,5.90,
PAY_PROD_000565,PASS,,,,0.00,
PAY_PROD_000566,PASS,,,,0.00,
PAY_PROD_000567,PASS,,,,0.00,
PAY_PROD_000568,PASS,,,,0.00,
PAY_PROD_000569,PASS,,,,0.00,
PAY_PROD_000570,PASS,,,,0.00,
PAY_PROD_000571,PASS,,,,0.00,
PAY_PROD_000572,PASS,,,,0.00,
PAY_PROD_000573,PASS,,,,0.00,
PAY_PROD_000574,PASS,,,,0.00,
PAY_PROD_000575,PASS,,,,0.00,
PAY_PROD_000576,PASS,,,,0.00,
PAY_PROD_000577,PASS,,,,0.00,
PAY_PROD_000578,PASS,,,,0.00,
PAY_PROD_000579,PASS,,,,0.00,
PAY_PROD_000580,PASS,,,,0.00,
PAY_PROD_000581,VIOLATION,GST_ON_FEE;MDR_RATE,MDR_RATE,GST_ON_FEE,0.71,
PAY_PROD_000582,PASS,,,,0.00,
PAY_PROD_000583,PASS,,,,0.00,
PAY_PROD_000584,PASS,,,,0.00,
PAY_PROD_000585,PASS,,,,0.00,
PAY_PROD_000586,PASS,,,,0.00,
PAY_PROD_000587,PASS,,,,0.00,
PAY_PROD_000588,PASS,,,,0.00,
PAY_PROD_000589,PASS,,,,0.00,
PAY_PROD_000590,PASS,,,,0.00,
PAY_PROD_000591,PASS,,,,0.00,
PAY_PROD_000592,PASS,,,,0.00,
PAY_PROD_000593,PASS,,,,0.00,
PAY_PROD_000594,PASS,,,,0.00,
PAY_PROD_000595,PASS,,,,0.00,
PAY_PROD_000596,PASS,,,,0.00,
PAY_PROD_000597,PASS,,,,0.00,
PAY_PROD_000598,PASS,,,,0.00,
PAY_PROD_000599,PASS,,,,0.00,
PAY_PROD_000600,PASS,,,,0.00,
PAY_PROD_000601,PASS,,,,0.00,
PAY_PROD_000602,VIOLATION,UNSUPPORTED_FEE,UNSUPPORTED_FEE,,99.00,
PAY_PROD_000603,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,"SLA proven from raw records: captured 2026-09-01T21:04:00, due 2026-09-03T21:04:00, settled 2026-09-04T14:13:00 (1 business days late)."
PAY_PROD_000604,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,"SLA proven from raw records: captured 2026-09-01T21:21:00, due 2026-09-03T21:21:00, settled 2026-09-04T14:13:00 (1 business days late)."
PAY_PROD_000605,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,"SLA proven from raw records: captured 2026-09-01T21:32:00, due 2026-09-03T21:32:00, settled 2026-09-04T14:13:00 (1 business days late)."
PAY_PROD_000606,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,"SLA proven from raw records: captured 2026-09-01T21:54:00, due 2026-09-03T21:54:00, settled 2026-09-04T14:13:00 (1 business days late)."
PAY_PROD_000607,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,"SLA proven from raw records: captured 2026-09-01T22:16:00, due 2026-09-03T22:16:00, settled 2026-09-04T14:13:00 (1 business days late)."
PAY_PROD_000608,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,"SLA proven from raw records: captured 2026-09-01T22:27:00, due 2026-09-03T22:27:00, settled 2026-09-04T14:13:00 (1 business days late)."
PAY_PROD_000609,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,"SLA proven from raw records: captured 2026-09-01T22:45:00, due 2026-09-03T22:45:00, settled 2026-09-04T14:13:00 (1 business days late)."
PAY_PROD_000610,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,"SLA proven from raw records: captured 2026-09-01T23:02:00, due 2026-09-03T23:02:00, settled 2026-09-04T14:13:00 (1 business days late)."
PAY_PROD_000611,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,"SLA proven from raw records: captured 2026-09-01T23:18:00, due 2026-09-03T23:18:00, settled 2026-09-04T14:13:00 (1 business days late)."
PAY_PROD_000612,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,"SLA proven from raw records: captured 2026-09-01T23:43:00, due 2026-09-03T23:43:00, settled 2026-09-04T14:13:00 (1 business days late)."
PAY_PROD_000613,PASS,,,,0.00,
PAY_PROD_000614,PASS,,,,0.00,
PAY_PROD_000615,PASS,,,,0.00,
PAY_PROD_000616,PASS,,,,0.00,
PAY_PROD_000617,PASS,,,,0.00,
PAY_PROD_000618,PASS,,,,0.00,
PAY_PROD_000619,PASS,,,,0.00,
PAY_PROD_000620,PASS,,,,0.00,
PAY_PROD_000621,PASS,,,,0.00,
PAY_PROD_000622,PASS,,,,0.00,
PAY_PROD_000623,PASS,,,,0.00,
PAY_PROD_000624,PASS,,,,0.00,
PAY_PROD_000625,PASS,,,,0.00,
PAY_PROD_000626,PASS,,,,0.00,
PAY_PROD_000627,PASS,,,,0.00,
PAY_PROD_000628,PASS,,,,0.00,
PAY_PROD_000629,PASS,,,,0.00,
PAY_PROD_000630,PASS,,,,0.00,
PAY_PROD_000631,PASS,,,,0.00,
PAY_PROD_000632,PASS,,,,0.00,
PAY_PROD_000633,PASS,,,,0.00,
PAY_PROD_000634,PASS,,,,0.00,
PAY_PROD_000635,PASS,,,,0.00,
PAY_PROD_000636,PASS,,,,0.00,
PAY_PROD_000637,PASS,,,,0.00,
PAY_PROD_000638,PASS,,,,0.00,
PAY_PROD_000639,PASS,,,,0.00,
PAY_PROD_000640,PASS,,,,0.00,
PAY_PROD_000641,PASS,,,,0.00,
PAY_PROD_000642,PASS,,,,0.00,
PAY_PROD_000643,PASS,,,,0.00,
PAY_PROD_000644,PASS,,,,0.00,
PAY_PROD_000645,PASS,,,,0.00,
PAY_PROD_000646,PASS,,,,0.00,
PAY_PROD_000647,PASS,,,,0.00,
PAY_PROD_000648,PASS,,,,0.00,
PAY_PROD_000649,PASS,,,,0.00,
PAY_PROD_000650,PASS,,,,0.00,
PAY_PROD_000651,PASS,,,,0.00,
PAY_PROD_000652,PASS,,,,0.00,
PAY_PROD_000653,PASS,,,,0.00,
PAY_PROD_000654,PASS,,,,0.00,
PAY_PROD_000655,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,"SLA proven from raw records: captured 2026-09-02T12:39:00, due 2026-09-04T12:39:00, settled 2026-09-09T14:02:00 (3 business days late)."
PAY_PROD_000656,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,"SLA proven from raw records: captured 2026-09-02T12:51:00, due 2026-09-04T12:51:00, settled 2026-09-09T14:02:00 (3 business days late)."
PAY_PROD_000657,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,"SLA proven from raw records: captured 2026-09-02T13:17:00, due 2026-09-04T13:17:00, settled 2026-09-09T14:02:00 (3 business days late)."
PAY_PROD_000658,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,"SLA proven from raw records: captured 2026-09-02T13:30:00, due 2026-09-04T13:30:00, settled 2026-09-09T14:02:00 (3 business days late)."
PAY_PROD_000659,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,"SLA proven from raw records: captured 2026-09-02T13:49:00, due 2026-09-04T13:49:00, settled 2026-09-09T14:02:00 (3 business days late)."
PAY_PROD_000660,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,"SLA proven from raw records: captured 2026-09-02T14:01:00, due 2026-09-04T14:01:00, settled 2026-09-09T14:02:00 (3 business days late)."
PAY_PROD_000661,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,"SLA proven from raw records: captured 2026-09-02T14:28:00, due 2026-09-04T14:28:00, settled 2026-09-09T14:02:00 (3 business days late)."
PAY_PROD_000662,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,
PAY_PROD_000663,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,"SLA proven from raw records: captured 2026-09-02T14:56:00, due 2026-09-04T14:56:00, settled 2026-09-09T14:02:00 (3 business days late)."
PAY_PROD_000664,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,"SLA proven from raw records: captured 2026-09-02T15:17:00, due 2026-09-04T15:17:00, settled 2026-09-09T14:02:00 (3 business days late)."
PAY_PROD_000665,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,"SLA proven from raw records: captured 2026-09-02T15:37:00, due 2026-09-04T15:37:00, settled 2026-09-09T14:02:00 (3 business days late)."
PAY_PROD_000666,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,"SLA proven from raw records: captured 2026-09-02T15:54:00, due 2026-09-04T15:54:00, settled 2026-09-09T14:02:00 (3 business days late)."
PAY_PROD_000667,VIOLATION,GST_ON_FEE;MDR_RATE;MISSING_BANK_SETTLEMENT,MDR_RATE;MISSING_BANK_SETTLEMENT,GST_ON_FEE,0.71,
PAY_PROD_000668,VIOLATION,MISSING_BANK_SETTLEMENT,MISSING_BANK_SETTLEMENT,,0.00,
PAY_PROD_000669,VIOLATION,MISSING_BANK_SETTLEMENT,MISSING_BANK_SETTLEMENT,,0.00,
PAY_PROD_000670,VIOLATION,MISSING_BANK_SETTLEMENT,MISSING_BANK_SETTLEMENT,,0.00,
PAY_PROD_000671,VIOLATION,MISSING_BANK_SETTLEMENT,MISSING_BANK_SETTLEMENT,,0.00,
PAY_PROD_000672,VIOLATION,MISSING_BANK_SETTLEMENT,MISSING_BANK_SETTLEMENT,,0.00,
PAY_PROD_000673,VIOLATION,MISSING_BANK_SETTLEMENT,MISSING_BANK_SETTLEMENT,,0.00,
PAY_PROD_000674,VIOLATION,MISSING_BANK_SETTLEMENT,MISSING_BANK_SETTLEMENT,,0.00,
PAY_PROD_000675,VIOLATION,DUPLICATE_REFUND_DEDUCTION;MISSING_BANK_SETTLEMENT,DUPLICATE_REFUND_DEDUCTION;MISSING_BANK_SETTLEMENT,,3124.75,
PAY_PROD_000676,VIOLATION,DUPLICATE_REFUND_DEDUCTION;MISSING_BANK_SETTLEMENT,DUPLICATE_REFUND_DEDUCTION;MISSING_BANK_SETTLEMENT,,99.75,
PAY_PROD_000677,PASS,,,,0.00,
PAY_PROD_000678,PASS,,,,0.00,
PAY_PROD_000679,PASS,,,,0.00,
PAY_PROD_000680,PASS,,,,0.00,
PAY_PROD_000681,VIOLATION,GST_ON_FEE;MDR_RATE,MDR_RATE,GST_ON_FEE,1.89,
PAY_PROD_000682,PASS,,,,0.00,
PAY_PROD_000683,PASS,,,,0.00,
PAY_PROD_000684,PASS,,,,0.00,
PAY_PROD_000685,PASS,,,,0.00,
PAY_PROD_000686,PASS,,,,0.00,
PAY_PROD_000687,VIOLATION,REFUND_EXCEEDS_PAYMENT,REFUND_EXCEEDS_PAYMENT,,250.00,
PAY_PROD_000688,PASS,,,,0.00,
PAY_PROD_000689,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,"SLA proven from raw records: captured 2026-09-02T22:47:00, due 2026-09-04T22:47:00, settled 2026-09-07T14:21:00 (1 business days late)."
PAY_PROD_000690,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,"SLA proven from raw records: captured 2026-09-02T23:10:00, due 2026-09-04T23:10:00, settled 2026-09-07T14:21:00 (1 business days late)."
PAY_PROD_000691,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,"SLA proven from raw records: captured 2026-09-02T23:26:00, due 2026-09-04T23:26:00, settled 2026-09-07T14:21:00 (1 business days late)."
PAY_PROD_000692,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,"SLA proven from raw records: captured 2026-09-02T23:40:00, due 2026-09-04T23:40:00, settled 2026-09-07T14:21:00 (1 business days late)."
