payment_id,expected_status,violation_types,primary_violation_types,downstream_violation_types,expected_verified_loss,clause_refs,notes
PAY_CLAUSE_000168,VIOLATION,MISSING_BANK_SETTLEMENT;SETTLEMENT_SLA,MISSING_BANK_SETTLEMENT;SETTLEMENT_SLA,,0.00,6.1;6.4,Actual grouped settlement posted after this payment's T+2 due date. Settlement completed but no corresponding bank credit exists.
PAY_CLAUSE_000169,VIOLATION,MISSING_BANK_SETTLEMENT;SETTLEMENT_SLA,MISSING_BANK_SETTLEMENT;SETTLEMENT_SLA,,0.00,6.1;6.4,Actual grouped settlement posted after this payment's T+2 due date. Settlement completed but no corresponding bank credit exists.
PAY_CLAUSE_000170,VIOLATION,MISSING_BANK_SETTLEMENT;SETTLEMENT_SLA,MISSING_BANK_SETTLEMENT;SETTLEMENT_SLA,,0.00,6.1;6.4,Actual grouped settlement posted after this payment's T+2 due date. Settlement completed but no corresponding bank credit exists.
PAY_CLAUSE_000171,VIOLATION,MISSING_BANK_SETTLEMENT;SETTLEMENT_SLA,MISSING_BANK_SETTLEMENT;SETTLEMENT_SLA,,0.00,6.1;6.4,Actual grouped settlement posted after this payment's T+2 due date. Settlement completed but no corresponding bank credit exists.
PAY_CLAUSE_000172,VIOLATION,MISSING_BANK_SETTLEMENT,MISSING_BANK_SETTLEMENT,,0.00,6.4,Settlement completed but no corresponding bank credit exists.
PAY_CLAUSE_000173,VIOLATION,MISSING_BANK_SETTLEMENT;SETTLEMENT_SLA,MISSING_BANK_SETTLEMENT;SETTLEMENT_SLA,,0.00,6.1;6.4,Actual grouped settlement posted after this payment's T+2 due date. Settlement completed but no corresponding bank credit exists.
PAY_CLAUSE_000174,VIOLATION,DUPLICATE_REFUND_DEDUCTION;MISSING_BANK_SETTLEMENT;SETTLEMENT_SLA,DUPLICATE_REFUND_DEDUCTION;MISSING_BANK_SETTLEMENT;SETTLEMENT_SLA,,4999.60,6.1;6.4;7.2,Refund principal deducted twice. Actual grouped settlement posted after this payment's T+2 due date. Settlement completed but no corresponding bank credit exists.
PAY_CLAUSE_000175,VIOLATION,MISSING_BANK_SETTLEMENT;SETTLEMENT_SLA,MISSING_BANK_SETTLEMENT;SETTLEMENT_SLA,,0.00,6.1;6.4,Actual grouped settlement posted after this payment's T+2 due date. Settlement completed but no corresponding bank credit exists.
PAY_CLAUSE_000176,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000177,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000178,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000179,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000180,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000181,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000182,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000183,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000184,VIOLATION,CHARGEBACK_FEE_OVERCHARGE,CHARGEBACK_FEE_OVERCHARGE,,250.00,4.7;7.4,Chargeback administration fee is INR 500 instead of permitted INR 250.
PAY_CLAUSE_000185,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000186,PASS,,,,0.00,,
PAY_CLAUSE_000187,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000188,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,INR 0.01 rounding/tolerance edge; expected to pass. Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000189,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000190,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000191,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000192,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000193,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000194,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000195,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000196,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000197,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000198,PASS,,,,0.00,,
PAY_CLAUSE_000199,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000200,VIOLATION,GST_ON_FEE,GST_ON_FEE,,6.60,4.3,GST calculated at 22% of approved fee instead of 18%.
PAY_CLAUSE_000201,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000202,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000203,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000204,PASS,,,,0.00,,
PAY_CLAUSE_000205,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000206,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000207,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000208,PASS,,,,0.00,,
PAY_CLAUSE_000209,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000210,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000211,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000212,VIOLATION,GST_ON_FEE;MDR_RATE;SETTLEMENT_SLA,MDR_RATE;SETTLEMENT_SLA,GST_ON_FEE,0.00,4.3;6.1;A1.2,Post-amendment transaction incorrectly charged old 1.55% MDR. Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000213,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000214,VIOLATION,GST_ON_FEE;SETTLEMENT_SLA,GST_ON_FEE;SETTLEMENT_SLA,,8.25,4.3;6.1,GST calculated at 22% of approved fee instead of 18%. Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000215,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000216,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000217,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000218,PASS,,,,0.00,,
PAY_CLAUSE_000219,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000220,PASS,,,,0.00,,
PAY_CLAUSE_000221,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000222,PASS,,,,0.00,,
PAY_CLAUSE_000223,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000224,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000225,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,INR 0.01 rounding/tolerance edge; expected to pass. Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000226,PASS,,,,0.00,,
PAY_CLAUSE_000227,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000228,PASS,,,,0.00,,
PAY_CLAUSE_000229,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000230,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000231,VIOLATION,REFUND_EXCEEDS_PAYMENT;SETTLEMENT_SLA,REFUND_EXCEEDS_PAYMENT;SETTLEMENT_SLA,,749.85,6.1;7.3,Cumulative successful refunds exceed captured payment principal. Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000232,PASS,,,,0.00,,
PAY_CLAUSE_000233,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000234,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000235,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000236,PASS,,,,0.00,,
PAY_CLAUSE_000237,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000238,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000239,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000240,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000241,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000242,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000243,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000244,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000245,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000246,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000247,VIOLATION,GST_ON_FEE;SETTLEMENT_SLA,GST_ON_FEE;SETTLEMENT_SLA,,0.49,4.3;6.1,GST calculated at 22% of approved fee instead of 18%. Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000248,PASS,,,,0.00,,
PAY_CLAUSE_000249,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000250,PASS,,,,0.00,,
PAY_CLAUSE_000251,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000252,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000253,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000254,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000255,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000256,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000257,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000258,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000259,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000260,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000261,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000262,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000263,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000264,VIOLATION,GST_ON_FEE;MDR_RATE;SETTLEMENT_SLA,MDR_RATE;SETTLEMENT_SLA,GST_ON_FEE,0.00,4.3;6.1;A1.2,Post-amendment transaction incorrectly charged old 1.55% MDR. Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000265,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000266,PASS,,,,0.00,,
PAY_CLAUSE_000267,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000268,VIOLATION,MISSING_BANK_SETTLEMENT,MISSING_BANK_SETTLEMENT,,0.00,6.4,Settlement completed but no corresponding bank credit exists.
PAY_CLAUSE_000269,VIOLATION,MISSING_BANK_SETTLEMENT;SETTLEMENT_SLA,MISSING_BANK_SETTLEMENT;SETTLEMENT_SLA,,0.00,6.1;6.4,Actual grouped settlement posted after this payment's T+2 due date. Settlement completed but no corresponding bank credit exists.
PAY_CLAUSE_000270,VIOLATION,MISSING_BANK_SETTLEMENT,MISSING_BANK_SETTLEMENT,,0.00,6.4,Settlement completed but no corresponding bank credit exists.
PAY_CLAUSE_000271,VIOLATION,DUPLICATE_REFUND_DEDUCTION;MISSING_BANK_SETTLEMENT;SETTLEMENT_SLA,DUPLICATE_REFUND_DEDUCTION;MISSING_BANK_SETTLEMENT;SETTLEMENT_SLA,,2999.90,6.1;6.4;7.2,Refund principal deducted twice. Actual grouped settlement posted after this payment's T+2 due date. Settlement completed but no corresponding bank credit exists.
PAY_CLAUSE_000272,VIOLATION,MISSING_BANK_SETTLEMENT,MISSING_BANK_SETTLEMENT,,0.00,6.4,Settlement completed but no corresponding bank credit exists.
PAY_CLAUSE_000273,VIOLATION,MISSING_BANK_SETTLEMENT;SETTLEMENT_SLA,MISSING_BANK_SETTLEMENT;SETTLEMENT_SLA,,0.00,6.1;6.4,Actual grouped settlement posted after this payment's T+2 due date. Settlement completed but no corresponding bank credit exists.
PAY_CLAUSE_000274,VIOLATION,MISSING_BANK_SETTLEMENT;SETTLEMENT_SLA;UNSUPPORTED_FEE,MISSING_BANK_SETTLEMENT;SETTLEMENT_SLA;UNSUPPORTED_FEE,,99.00,4.6;6.1;6.4,Unlisted settlement deduction; contractual expectation is INR 0.00. Actual grouped settlement posted after this payment's T+2 due date. Settlement completed but no corresponding bank credit exists.
PAY_CLAUSE_000275,VIOLATION,MISSING_BANK_SETTLEMENT;REFUND_EXCEEDS_PAYMENT;SETTLEMENT_SLA,MISSING_BANK_SETTLEMENT;REFUND_EXCEEDS_PAYMENT;SETTLEMENT_SLA,,300.00,6.1;6.4;7.3,Cumulative successful refunds exceed captured payment principal. Actual grouped settlement posted after this payment's T+2 due date. Settlement completed but no corresponding bank credit exists.
PAY_CLAUSE_000276,PASS,,,,0.00,,
PAY_CLAUSE_000277,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000278,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000279,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000280,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000281,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000282,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000283,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000284,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000285,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000286,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000287,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000288,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000289,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000290,PASS,,,,0.00,,
PAY_CLAUSE_000291,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000292,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000293,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000294,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000295,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000296,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000297,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000298,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000299,VIOLATION,DUPLICATE_REFUND_DEDUCTION;SETTLEMENT_SLA,DUPLICATE_REFUND_DEDUCTION;SETTLEMENT_SLA,,1999.95,6.1;7.2,Refund principal deducted twice. Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000300,PASS,,,,0.00,,
PAY_CLAUSE_000301,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000302,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,INR 0.01 rounding/tolerance edge; expected to pass. Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000303,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000304,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000305,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000306,PASS,,,,0.00,,
PAY_CLAUSE_000307,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000308,PASS,,,,0.00,,
PAY_CLAUSE_000309,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000310,PASS,,,,0.00,,
PAY_CLAUSE_000311,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000312,PASS,,,,0.00,,INR 0.01 rounding/tolerance edge; expected to pass.
PAY_CLAUSE_000313,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000314,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000315,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000316,VIOLATION,SETTLEMENT_SLA,SETTLEMENT_SLA,,0.00,6.1,Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000317,VIOLATION,GST_ON_FEE;MDR_RATE;SETTLEMENT_SLA,MDR_RATE;SETTLEMENT_SLA,GST_ON_FEE,23.60,4.2;4.3;6.1,Pre-amendment MDR overcharge; GST downstream of excessive fee. Actual grouped settlement posted after this payment's T+2 due date.
PAY_CLAUSE_000318,PASS,,,,0.00,,
PAY_CLAUSE_000319,VIOLATION,SETTLEMENT_BANK_ARITHMETIC;SETTLEMENT_SLA,SETTLEMENT_BANK_ARITHMETIC;SETTLEMENT_SLA,,0.00,6.1;6.2,Actual grouped settlement posted after this payment's T+2 due date. Bank credit differs from expected settlement by INR 10.00.
PAY_CLAUSE_000320,VIOLATION,SETTLEMENT_BANK_ARITHMETIC,SETTLEMENT_BANK_ARITHMETIC,,0.00,6.2,Bank credit differs from expected settlement by INR 10.00.
PAY_CLAUSE_000321,VIOLATION,SETTLEMENT_BANK_ARITHMETIC;SETTLEMENT_SLA;UNSUPPORTED_FEE,SETTLEMENT_BANK_ARITHMETIC;SETTLEMENT_SLA;UNSUPPORTED_FEE,,149.00,4.6;6.1;6.2,Unlisted settlement deduction; contractual expectation is INR 0.00. Actual grouped settlement posted after this payment's T+2 due date. Bank credit differs from expected settlement by INR 10.00.
PAY_CLAUSE_000322,VIOLATION,SETTLEMENT_BANK_ARITHMETIC;SETTLEMENT_SLA,SETTLEMENT_BANK_ARITHMETIC;SETTLEMENT_SLA,,0.00,6.1;6.2,Actual grouped settlement posted after this payment's T+2 due date. Bank credit differs from expected settlement by INR 10.00.
PAY_CLAUSE_000323,VIOLATION,SETTLEMENT_BANK_ARITHMETIC;SETTLEMENT_SLA,SETTLEMENT_BANK_ARITHMETIC;SETTLEMENT_SLA,,0.00,6.1;6.2,Actual grouped settlement posted after this payment's T+2 due date. Bank credit differs from expected settlement by INR 10.00.
PAY_CLAUSE_000324,VIOLATION,SETTLEMENT_BANK_ARITHMETIC;SETTLEMENT_SLA,SETTLEMENT_BANK_ARITHMETIC;SETTLEMENT_SLA,,0.00,6.1;6.2,Actual grouped settlement posted after this payment's T+2 due date. Bank credit differs from expected settlement by INR 10.00.
PAY_CLAUSE_000325,VIOLATION,SETTLEMENT_BANK_ARITHMETIC;SETTLEMENT_SLA,SETTLEMENT_BANK_ARITHMETIC;SETTLEMENT_SLA,,0.00,6.1;6.2,Actual grouped settlement posted after this payment's T+2 due date. Bank credit differs from expected settlement by INR 10.00.
PAY_CLAUSE_000326,VIOLATION,SETTLEMENT_BANK_ARITHMETIC;SETTLEMENT_SLA,SETTLEMENT_BANK_ARITHMETIC;SETTLEMENT_SLA,,0.00,6.1;6.2,Actual grouped settlement posted after this payment's T+2 due date. Bank credit differs from expected settlement by INR 10.00.
PAY_CLAUSE_000327,VIOLATION,SETTLEMENT_BANK_ARITHMETIC;SETTLEMENT_SLA;UNSUPPORTED_FEE,SETTLEMENT_BANK_ARITHMETIC;SETTLEMENT_SLA;UNSUPPORTED_FEE,,99.00,4.6;6.1;6.2,Unlisted settlement deduction; contractual expectation is INR 0.00. Actual grouped settlement posted after this payment's T+2 due date. Bank credit differs from expected settlement by INR 10.00.
